TITLU_RAPORT,ANEXA,COD_ORDONATOR,ORDONATOR,CAPITOL,SUBCAPITOL,PARAGRAF,GRUPA,ARTICOL,ALINEAT,DENUMIRE,PROGRAM_2025,ESTIMARI2026,ESTIMARI2027,ESTIMARI2028
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,03,,,,, Ordine publica,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,03,,,,,II.Credite bugetare,14.184.466,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,03,01,,,,  Politie,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,03,01,,,,II.Credite bugetare,8.762.874,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,03,02,,,,  Jandarmerie,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,03,02,,,,II.Credite bugetare,3.293.859,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,03,03,,,,  Paza si supravegherea frontierei,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,03,03,,,,II.Credite bugetare,2.127.733,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,04,,,,, Siguranta nationala,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,04,,,,,II.Credite bugetare,7.019.042,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,05,,,,, Protectie civila si protectia contra incendiilor,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,05,,,,,II.Credite bugetare,5.138.402,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,06,,,,, Autoritati judecatoresti,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,06,,,,,II.Credite bugetare,2.410.134,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,07,,,,, Penitenciare,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,07,,,,,II.Credite bugetare,2.657.350,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,10,,,,, Structura de sprijin a procurorilor europeni delegati in Romania,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,10,,,,,II.Credite bugetare,13.419,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,25,,,,, Cercetare si dezvoltare pentru ordine publica si siguranta nationala,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,25,,,,,II.Credite bugetare,2.000,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,50,,,,, Alte cheltuieli in domeniul ordinii publice si sigurantei nationale,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6101,50,,,,,II.Credite bugetare,5.783.186,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,,,,Partea a III-a CHELTUIELI SOCIAL CULTURALE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,,,,I.Credite de angajament,183.759.649,160.647.622,160.886.034,167.007.087
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,,,,II.Credite bugetare,168.109.582,167.292.635,163.947.113,168.697.877
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,01,,,I.Credite de angajament,183.208.682,160.374.482,160.513.920,166.641.192
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,01,,,II.Credite bugetare,167.696.007,166.707.584,163.433.499,168.291.352
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,10,,,TITLUL I CHELTUIELI DE PERSONAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,10,,,I.Credite de angajament,40.396.976,42.629.703,44.771.157,47.912.056
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,10,,,II.Credite bugetare,40.396.976,42.629.703,44.771.157,47.912.056
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,20,,,I.Credite de angajament,6.208.228,6.489.375,6.746.325,6.955.922
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,20,,,II.Credite bugetare,6.160.968,6.440.800,6.694.607,6.898.617
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,40,,,TITLUL IV SUBVENTII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,40,,,I.Credite de angajament,33.000,40.000,40.000,40.000
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,40,,,II.Credite bugetare,33.000,40.000,40.000,40.000
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE  ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,51,,,I.Credite de angajament,20.490.873,20.867.434,20.790.789,21.665.416
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,51,,,II.Credite bugetare,18.316.544,19.403.810,19.750.505,20.483.996
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,55,,,I.Credite de angajament,1.187.221,1.237.465,1.270.505,1.313.874
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,55,,,II.Credite bugetare,1.187.221,1.237.465,1.270.505,1.313.874
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,56,,,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,56,,,I.Credite de angajament,10.091.149,5.035.295,2.454.747,1.632.461
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,56,,,II.Credite bugetare,3.471.423,5.541.633,6.042.786,4.368.139
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,57,,,TITLUL IX ASISTENTA SOCIALA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,57,,,I.Credite de angajament,72.869.157,71.548.889,72.864.389,75.011.064
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,57,,,II.Credite bugetare,72.769.157,71.548.889,72.864.389,75.011.064
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,58,,,TITLUL X PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE AFERENTE CADRULUI FINANCIAR 2014-2020 SI DIN FONDUL DE MODERNIZARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,58,,,I.Credite de angajament,5.915,1.735,1.368,1.150
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,58,,,II.Credite bugetare,6.135,1.735,1.368,1.150
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,59,,,TITLUL XI  ALTE CHELTUIELI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,59,,,I.Credite de angajament,10.573.704,11.060.229,11.443.088,11.798.260
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,59,,,II.Credite bugetare,10.573.704,11.060.229,11.443.088,11.798.260
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,60,,,TITLUL XII PROIECTE CU FINANTARE DIN SUMELE REPREZENTAND ASISTENTA FINANCIARA NERAMBURSABILA AFERENTA PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,60,,,I.Credite de angajament,16.800.061,293.460,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,60,,,II.Credite bugetare,13.138.102,7.399.254,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,61,,,TITLUL XIII PROIECTE CU FINANTARE DIN SUMELE AFERENTE COMPONENTEI DE IMPRUMUT A PNRR,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,61,,,I.Credite de angajament,3.392.839,163.162,42.483,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,61,,,II.Credite bugetare,704.777,960.504,100.000,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,65,,,TITLUL XIV CHELTUIELI AFERENTE PROGRAMELOR CU FINANTARE RAMBURSABILA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,65,,,I.Credite de angajament,1.159.559,1.007.735,89.069,310.989
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,65,,,II.Credite bugetare,938.000,443.562,455.094,464.196
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,70,,,CHELTUIELI DE CAPITAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,70,,,I.Credite de angajament,550.967,273.140,372.114,365.895
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,70,,,II.Credite bugetare,413.575,585.051,513.614,406.525
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,71,,,TITLUL XV ACTIVE NEFINANCIARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,71,,,I.Credite de angajament,550.967,273.140,372.114,365.895
BUGETUL DE STAT,Anexa nr.1,00,Total,6500,01,  ,71,,,II.Credite bugetare,413.575,585.051,513.614,406.525
BUGETUL DE STAT,Anexa nr.1,00,Total,6501,,,,,,INVATAMANT,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,6501,,,,,,I.Credite de angajament,71.891.918,57.643.428,59.714.423,62.766.716
