TITLU_RAPORT,ANEXA,COD_ORDONATOR,ORDONATOR,CAPITOL,SUBCAPITOL,PARAGRAF,GRUPA,ARTICOL,ALINEAT,DENUMIRE,PROGRAM_2025,ESTIMARI2026,ESTIMARI2027,ESTIMARI2028
BUGETUL DE STAT,Anexa nr.1,00,Total,0001,01,,,,,VENITURI - TOTAL,357.353.033,349.169.360,349.399.128,367.798.364
BUGETUL DE STAT,Anexa nr.1,00,Total,0002,01,  ,,,,I.VENITURI CURENTE,278.999.496,296.761.619,317.534.856,339.093.921
BUGETUL DE STAT,Anexa nr.1,00,Total,0003,01,  ,,,,A.VENITURI FISCALE,234.103.618,251.711.677,270.005.482,289.075.837
BUGETUL DE STAT,Anexa nr.1,00,Total,0004,01,  ,,,,"A1.IMPOZIT PE VENIT, PROFIT SI CASTIGURI DIN CAPITAL",60.729.767,65.390.577,69.551.838,73.713.645
BUGETUL DE STAT,Anexa nr.1,00,Total,0005,01,  ,,,,"A11.IMPOZIT PE VENIT, PROFIT SI CASTIGURI DIN CAPITAL DE LA PERSOANE JURIDICE",44.654.554,48.945.383,52.411.055,55.879.628
BUGETUL DE STAT,Anexa nr.1,00,Total,0101,,,,,,IMPOZIT PE PROFIT,41.160.812,46.228.568,49.629.181,53.036.140
BUGETUL DE STAT,Anexa nr.1,00,Total,0101,01,,,,, Impozit pe profit de la agentii economici,39.259.016,44.104.350,47.283.538,50.527.169
BUGETUL DE STAT,Anexa nr.1,00,Total,0101,02,,,,, Impozit pe profit de la bancile comerciale,3.254.672,3.517.681,3.775.336,4.038.214
BUGETUL DE STAT,Anexa nr.1,00,Total,0101,03,,,,, Sume redirectionate din impozitul pe profit (se scad),-1.352.876,-1.393.463,-1.429.693,-1.529.243
BUGETUL DE STAT,Anexa nr.1,00,Total,0201,,,,,,"ALTE IMPOZITE PE VENIT, PROFIT SI CASTIGURI DIN CAPITAL DE LA PERSOANE JURIDICE",3.493.742,2.716.815,2.781.874,2.843.488
BUGETUL DE STAT,Anexa nr.1,00,Total,0201,03,,,,, Impozit pe dividende datorat de persoane juridice,1.257.682,1.288.974,1.316.908,1.343.363
BUGETUL DE STAT,Anexa nr.1,00,Total,0201,06,,,,, Impozit pe venitul microintreprinderilor,2.291.623,1.485.071,1.523.683,1.560.252
BUGETUL DE STAT,Anexa nr.1,00,Total,0201,49,,,,,Sume redirectionate din impozitul pe veniturile microintreprinderilor (se scad),-55.563,-57.230,-58.717,-60.127
BUGETUL DE STAT,Anexa nr.1,00,Total,0300,01,  ,,,,"A12.IMPOZIT PE VENIT, PROFIT SI CASTIGURI DIN CAPITAL DE LA PERSOANE FIZICE",14.740.391,15.070.327,15.730.170,16.389.549
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,,,,,,IMPOZIT PE VENIT,56.046.811,60.317.954,64.282.659,68.287.912
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,02,,,,, Impozit pe venituri din salarii,36.569.117,39.794.021,42.747.063,45.735.551
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,03,,,,, Impozit pe venituri din cedarea folosintei bunurilor,434.658,469.770,504.201,539.290
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,04,,,,, Impozit pe venituri din dividende,7.355.120,7.575.774,7.772.744,7.959.289
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,05,,,,, Impozit pe venituri din dobanzi,930.188,960.885,989.711,1.019.402
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,06,,,,, Impozit pe venituri din pensii,5.092.718,5.504.258,5.907.423,6.318.757
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,07,,,,, Impozit pe veniturile din premii,39.483,40.786,42.010,43.270
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,09,,,,, Impozit pe venituri din transferul titlurilor de valoare,46.570,48.107,49.550,51.037
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,11,,,,, Impozit pe venituri din valorificarea drepturilor de proprietate intelectuala,111.687,120.856,130.199,139.663
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,16,,,,, Impozit pe venituri din activitati desfasurate in baza contractelor/ conventiilor civile incheiate potrivit Codului civil precum si a contractelor de agent,2.254,2.440,2.628,2.819
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,18,,,,, Impozitul pe veniturile din transferul proprietatilor imobiliare din patrimoniul personal,793.695,828.069,861.339,895.860
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,19,,,,, Sume virate pentru sponsorizarea entitatilor non-profit,-454.478,-491.789,-529.806,-568.317
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,21,,,,, Impozit pe veniturile din arenda bunurilor agricole,183.311,189.361,195.041,200.893
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,22,,,,, Impozit pe veniturile din jocuri de noroc,996.525,1.029.410,1.060.292,1.092.101
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,23,,,,," Impozit pe venitul realizat  de persoana fizica dintr-o asociere cu o persoana juridica, contribuabil potrivit titlului II-impozit pe profit, care nu genereaza o persoana juridica",668,688,706,723
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,24,,,,," Impozit pe veniturile realizate de persoana fizica dintr-o asociere cu o persoana juridica, contribuabil potrivit titlului III- impozitul pe veniturile microintreprinderilor, care nu genereaza o persoana juridica",726,747,767,785
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,26,,,,, Impozitul pe veniturile din activitati independente realizate in baza contractelor de activitate sportiva,122.832,126.517,129.807,132.922
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,27,,,,," Plati anticipate in contul impozitului pe venit anual datorat pentru unele venituri din activitati independente, precum si pentru venituri din alte surse",15.212,15.669,16.076,16.462
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,50,,,,, Impozit pe venituri din alte surse,291.634,301.258,310.296,319.605
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,51,,,,, Impozit pe venit aferent declaratiei unice,3.470.242,3.755.139,4.045.428,4.339.484
BUGETUL DE STAT,Anexa nr.1,00,Total,0301,60,,,,, Regularizari,44.649,45.988,47.184,48.316
BUGETUL DE STAT,Anexa nr.1,00,Total,0401,,,,,,COTE SI SUME DEFALCATE DIN IMPOZITUL PE VENIT (SE SCAD),-41.306.420,-45.247.627,-48.552.489,-51.898.363
BUGETUL DE STAT,Anexa nr.1,00,Total,0401,01,,,,, Cote defalcate din impozitul pe venit (se scad),-41.306.420,-45.247.627,-48.552.489,-51.898.363
BUGETUL DE STAT,Anexa nr.1,00,Total,0500,01,  ,,,,"A13. ALTE IMPOZITE PE VENIT, PROFIT SI CASTIGURI DIN CAPITAL",1.334.822,1.374.867,1.410.613,1.444.468
BUGETUL DE STAT,Anexa nr.1,00,Total,0501,,,,,,"ALTE IMPOZITE PE VENIT, PROFIT SI CASTIGURI DIN CAPITAL",1.334.822,1.374.867,1.410.613,1.444.468
BUGETUL DE STAT,Anexa nr.1,00,Total,0501,01,,,,, Impozit pe veniturile realizate de persoanele nerezidente,1.334.822,1.374.867,1.410.613,1.444.468
BUGETUL DE STAT,Anexa nr.1,00,Total,0700,01,  ,,,,A3.IMPOZITE SI TAXE PE PROPRIETATE,1.047.211,1.078.627,1.106.671,1.133.232
BUGETUL DE STAT,Anexa nr.1,00,Total,0701,,,,,,IMPOZITE SI TAXE PE PROPRIETATE,1.047.211,1.078.627,1.106.671,1.133.232
BUGETUL DE STAT,Anexa nr.1,00,Total,0701,04,,,,, Impozit pe constructii,1.034.100,1.065.123,1.092.816,1.119.044
BUGETUL DE STAT,Anexa nr.1,00,Total,0701,06,,,,,Impozitul special pe bunurile imobile si mobile de valoare mare,13.111,13.504,13.855,14.188
BUGETUL DE STAT,Anexa nr.1,00,Total,1000,01,  ,,,,A4.IMPOZITE SI TAXE PE BUNURI SI SERVICII,170.238.105,182.985.164,196.924.326,211.637.623
BUGETUL DE STAT,Anexa nr.1,00,Total,1001,,,,,,TAXA PE VALOAREA ADAUGATA,136.089.244,148.182.499,158.670.020,169.370.127
BUGETUL DE STAT,Anexa nr.1,00,Total,1101,,,,,,SUME DEFALCATE DIN TVA,-24.343.640,-26.670.825,-27.404.257,-28.175.173
BUGETUL DE STAT,Anexa nr.1,00,Total,1101,01,,,,, Sume defalcate din taxa pe valoarea adaugata pentru finantarea cheltuielilor descentralizate la nivelul judetelor (se scad),-3.553.321,-3.563.254,-3.572.582,-3.582.189
BUGETUL DE STAT,Anexa nr.1,00,Total,1101,02,,,,," Sume defalcate din taxa pe valoarea adaugata pentru finantarea cheltuielilor descentralizate la nivelul comunelor, oraselor, municipiilor,sectoarelor si Municipiului Bucuresti (se scad)",-15.799.050,-17.826.853,-18.346.999,-18.882.749
BUGETUL DE STAT,Anexa nr.1,00,Total,1101,05,,,,, Sume defalcate din taxa pe valoarea adaugata pentru drumuri (se scad),-850.000,-880.000,-900.000,-950.000
BUGETUL DE STAT,Anexa nr.1,00,Total,1101,06,,,,, Sume defalcate din taxa pe valoarea adaugata pentru echilibrarea bugetelor locale (se scad),-3.203.965,-3.409.847,-3.590.797,-3.763.258
BUGETUL DE STAT,Anexa nr.1,00,Total,1101,09,,,,, Sume defalcate din  taxa pe valoare adaugata pentru finantarea invatamantului particular si a celui confesional  (se scad),-937.304,-990.871,-993.879,-996.977
BUGETUL DE STAT,Anexa nr.1,00,Total,1201,,,,,,ALTE IMPOZITE SI TAXE GENERALE PE BUNURI  SI SERVICII,3.940.811,2.889.402,2.801.245,2.868.473
BUGETUL DE STAT,Anexa nr.1,00,Total,1201,11,,,,,Taxa pe venituri suplimentare obtinute ca urmare a dereglementarii preturilor din sectorul gazelor naturale.,1.725.037,1.776.788,1.822.985,1.866.736
BUGETUL DE STAT,Anexa nr.1,00,Total,1201,12,,,,,Taxa speciala pentru exploatarea resurselor naturale,94.379,104.894,107.622,110.204
BUGETUL DE STAT,Anexa nr.1,00,Total,1201,13,,,,,Taxa pe monopolul din sectorul energiei electrice si a gazului metan,158.737,163.499,167.750,171.776
BUGETUL DE STAT,Anexa nr.1,00,Total,1201,18,,,,, Impozitul suplimentar din vanzarea terenurilor agricole situate in extravilan,4.165,4.290,4.402,4.507
BUGETUL DE STAT,Anexa nr.1,00,Total,1201,21,,,,,Impozitul pe cifra de afaceri realizata de institutiile de credit,1.321.915,680.786,698.486,715.250
BUGETUL DE STAT,Anexa nr.1,00,Total,1201,22,,,,,Impozit specific pe cifra de afaceri realizata de agentii economici din sectoarele petrol si gaze naturale,636.578,159.145,,
BUGETUL DE STAT,Anexa nr.1,00,Total,1401,,,,,,ACCIZE,48.589.307,52.515.784,56.362.346,60.286.880
BUGETUL DE STAT,Anexa nr.1,00,Total,1601,,,,,,"TAXE PE UTILIZAREA BUNURILOR, AUTORIZAREA UTILIZARII BUNURILOR SAU PE  DESFASURAREA DE ACTIVITATI",5.962.383,6.068.304,6.494.972,7.287.316
BUGETUL DE STAT,Anexa nr.1,00,Total,1601,01,,,,, Taxe pentru jocurile de noroc,5.265.833,5.691.362,6.108.231,6.533.549
BUGETUL DE STAT,Anexa nr.1,00,Total,1601,03,,,,, Taxe si tarife pentru eliberarea de licente si autorizatii de functionare,661.176,340.506,349.359,715.487
BUGETUL DE STAT,Anexa nr.1,00,Total,1601,04,,,,," Taxe pe activitatea de prospectiune, explorare si exploatare a resurselor minerale",34.904,35.951,36.885,37.771
BUGETUL DE STAT,Anexa nr.1,00,Total,1601,50,,,,," Alte taxe pe utilizarea bunurilor, autorizarea utilizarii bunurilor sau pe desfasurare de activitati",470,485,497,509
BUGETUL DE STAT,Anexa nr.1,00,Total,1700,01,  ,,,,A5.IMPOZIT PE COMERTUL EXTERIOR SI TRANZACTIILE INTERNATIONALE,2.088.535,2.257.309,2.422.647,2.591.337
BUGETUL DE STAT,Anexa nr.1,00,Total,1701,,,,,,VENITURI INCADRATE IN RESURSELE PROPRII ALE BUGETULUI UNIUNII EUROPENE,2.088.535,2.257.309,2.422.647,2.591.337
BUGETUL DE STAT,Anexa nr.1,00,Total,1701,01,,,,, Taxe vamale,2.088.535,2.257.309,2.422.647,2.591.337
BUGETUL DE STAT,Anexa nr.1,00,Total,2000,01,  ,,,,B.CONTRIBUTII DE ASIGURARI,18.079.565,19.383.863,20.699.766,22.027.746
BUGETUL DE STAT,Anexa nr.1,00,Total,2001,,,,,,CONTRIBUTIILE ANGAJATORILOR,9.881.448,10.512.876,11.143.184,11.776.063
BUGETUL DE STAT,Anexa nr.1,00,Total,2001,05,,,,," Varsaminte de la persoane juridice, pentru persoane cu handicap neincadrate",3.448.848,3.552.313,3.644.673,3.732.146
BUGETUL DE STAT,Anexa nr.1,00,Total,2001,08,,,,, Venituri din contributia asiguratorie pentru munca aferenta bugetului de stat,6.432.600,6.960.563,7.498.511,8.043.917
BUGETUL DE STAT,Anexa nr.1,00,Total,2101,,,,,,CONTRIBUTIILE ASIGURATILOR,8.198.117,8.870.987,9.556.582,10.251.683
BUGETUL DE STAT,Anexa nr.1,00,Total,2101,50,,,,, Alte contributii pentru asigurari sociale datorate de asigurati,8.198.117,8.870.987,9.556.582,10.251.683
BUGETUL DE STAT,Anexa nr.1,00,Total,2900,01,  ,,,,C.VENITURI NEFISCALE,26.816.313,25.666.079,26.829.608,27.990.338
BUGETUL DE STAT,Anexa nr.1,00,Total,3000,01,  ,,,,C1.VENITURI DIN PROPRIETATE,21.562.235,22.258.985,23.277.186,24.291.366
BUGETUL DE STAT,Anexa nr.1,00,Total,3001,,,,,,VENITURI DIN PROPRIETATE,15.670.667,16.190.670,17.051.095,17.915.849
BUGETUL DE STAT,Anexa nr.1,00,Total,3001,01,,,,, Varsaminte din profitul net al regiilor autonome,349.668,360.158,369.522,378.390
BUGETUL DE STAT,Anexa nr.1,00,Total,3001,04,,,,, Varsaminte din veniturile nete al Bancii Nationale  a Romaniei,3.857.529,3.973.255,4.076.560,4.174.397
BUGETUL DE STAT,Anexa nr.1,00,Total,3001,05,,,,, Venituri din concesiuni si inchirieri,2.480.910,2.555.338,2.621.776,2.684.699
BUGETUL DE STAT,Anexa nr.1,00,Total,3001,08,,,,, Venituri din dividende,8.000.621,8.240.640,8.844.233,9.460.060
BUGETUL DE STAT,Anexa nr.1,00,Total,3001,11,,,,,Venituri din vanzarea certificatelor de emisii  de gaze cu efect de sera,981.739,1.061.073,1.138.792,1.218.086
BUGETUL DE STAT,Anexa nr.1,00,Total,3001,50,,,,, Alte venituri din proprietate,200,206,212,217
BUGETUL DE STAT,Anexa nr.1,00,Total,3101,,,,,,VENITURI DIN DOBANZI,5.891.568,6.068.315,6.226.091,6.375.517
BUGETUL DE STAT,Anexa nr.1,00,Total,3101,03,,,,, Alte venituri din dobanzi,5.891.568,6.068.315,6.226.091,6.375.517
BUGETUL DE STAT,Anexa nr.1,00,Total,3300,01,  ,,,,C2.VANZARI DE BUNURI SI SERVICII,5.254.078,3.407.094,3.552.422,3.698.972
BUGETUL DE STAT,Anexa nr.1,00,Total,3301,,,,,,VENITURI DIN PRESTARI DE SERVICII SI ALTE ACTIVITATI,622.656,641.336,658.011,673.804
BUGETUL DE STAT,Anexa nr.1,00,Total,3301,02,,,,, Taxe consulare,145.408,149.771,153.665,157.353
BUGETUL DE STAT,Anexa nr.1,00,Total,3301,08,,,,, Venituri din prestari de servicii,271.613,279.761,287.035,293.924
BUGETUL DE STAT,Anexa nr.1,00,Total,3301,09,,,,, Taxe si alte venituri din protectia mediului,21.219,21.856,22.424,22.962
BUGETUL DE STAT,Anexa nr.1,00,Total,3301,16,,,,, Venituri din valorificarea produselor obtinute din activitatea proprie sau anexa,204,210,215,221
BUGETUL DE STAT,Anexa nr.1,00,Total,3301,17,,,,," Venituri din organizarea de cursuri de calificare si conversie profesionala, specializare si perfectionare",5.178,5.333,5.472,5.603
BUGETUL DE STAT,Anexa nr.1,00,Total,3301,21,,,,,Venituri din contractele incheiate cu casele de asigurari sociale de sanatate,1.293,1.331,1.366,1.399
BUGETUL DE STAT,Anexa nr.1,00,Total,3301,25,,,,, Venituri din recuperarea cheltuielilor judiciare avansate de stat,81.297,83.736,85.913,87.975
BUGETUL DE STAT,Anexa nr.1,00,Total,3301,26,,,,, Venituri din despagubiri,82.995,85.485,87.708,89.813
BUGETUL DE STAT,Anexa nr.1,00,Total,3301,29,,,,, Tarife incasate pentru emiterea unei solutii fiscale individuale anticipate si pentru emiterea sau modificarea unui acord de pret in avans,2.566,2.643,2.712,2.777
BUGETUL DE STAT,Anexa nr.1,00,Total,3301,50,,,,, Alte venituri din prestari de servicii si alte activitati,10.883,11.210,11.501,11.777
BUGETUL DE STAT,Anexa nr.1,00,Total,3401,,,,,,"VENITURI DIN TAXE ADMINISTRATIVE, ELIBERARI PERMISE",1.561,1.608,1.650,1.689
BUGETUL DE STAT,Anexa nr.1,00,Total,3401,01,,,,, Venituri din taxe pentru eliberari de permise si certificate,199,205,210,215
BUGETUL DE STAT,Anexa nr.1,00,Total,3401,50,,,,," Alte venituri din taxe administrative, eliberari permise",1.362,1.403,1.440,1.474
BUGETUL DE STAT,Anexa nr.1,00,Total,3501,,,,,,"AMENZI, PENALITATI SI CONFISCARI",1.333.765,1.437.377,1.539.463,1.644.063
BUGETUL DE STAT,Anexa nr.1,00,Total,3501,01,,,,, Venituri din amenzi si alte sanctiuni aplicate potrivit dispozitiilor legale,790.206,849.893,908.949,969.646
BUGETUL DE STAT,Anexa nr.1,00,Total,3501,02,,,,, Penalitati pentru nedepunerea sau depunerea cu intarziere declaratiei de impozite si taxe,149,161,173,185
BUGETUL DE STAT,Anexa nr.1,00,Total,3501,03,,,,," Incasari din valorificarea bunurilor confiscate, abandonate si alte sume constatate odata cu confiscarea potrivit legii",80.592,87.105,93.485,99.994
BUGETUL DE STAT,Anexa nr.1,00,Total,3501,04,,,,, Majorari de intarziere pentru venituri nevarsate la termen,75,81,87,93
BUGETUL DE STAT,Anexa nr.1,00,Total,3501,05,,,,, Amenzi judiciare,20.939,22.631,24.289,25.980
BUGETUL DE STAT,Anexa nr.1,00,Total,3501,06,,,,, Incasari rezultate din valorificarea bunurilor confiscate ca urmare a savarsirii infractiunilor la regimul drogurilor si precursorilor,2.215,2.394,2.569,2.748
BUGETUL DE STAT,Anexa nr.1,00,Total,3501,07,,,,,Penalitati datorate in cazul esalonarilor la plata,176.989,191.291,205.302,219.598
BUGETUL DE STAT,Anexa nr.1,00,Total,3501,08,,,,,Penalitati de nedeclarare,244.807,264.590,283.970,303.743
BUGETUL DE STAT,Anexa nr.1,00,Total,3501,50,,,,," Alte amenzi, penalitati si confiscari",17.793,19.231,20.639,22.076
BUGETUL DE STAT,Anexa nr.1,00,Total,3601,,,,,,DIVERSE VENITURI,3.296.096,1.326.773,1.353.298,1.379.416
BUGETUL DE STAT,Anexa nr.1,00,Total,3601,01,,,,, Venituri din aplicarea prescriptiei extinctive,329.611,339.499,348.326,356.686
BUGETUL DE STAT,Anexa nr.1,00,Total,3601,02,,,,," Venituri din recuperarea cheltuielilor de judecata, imputatii si despagubiri",19.018,19.588,20.098,20.580
BUGETUL DE STAT,Anexa nr.1,00,Total,3601,03,,,,, Sume din recuperarea debitelor provenite din drepturile necuvenite,52.543,54.119,55.526,56.859
BUGETUL DE STAT,Anexa nr.1,00,Total,3601,11,,,,, Venituri din ajutoare de stat recuperate,2.123.302,127.001,130.303,133.430
BUGETUL DE STAT,Anexa nr.1,00,Total,3601,14,,,,, Venituri din recuperarea cheltuielilor efectuate in cursul procesului de executare silita,2.552,2.629,2.697,2.762
BUGETUL DE STAT,Anexa nr.1,00,Total,3601,16,,,,," Sume reprezentand ajutorul comunitar pentru furnizarea laptelui, produselor lactate si a fructelor in institutiile scolare",76.511,78.806,80.855,82.795
BUGETUL DE STAT,Anexa nr.1,00,Total,3601,19,,,,, Venituri din recuperarea creantelor fiscale,1.092,1.125,1.154,1.182
BUGETUL DE STAT,Anexa nr.1,00,Total,3601,28,,,,, Comision de risc aferent programului de stimulare a cupararii de autoturisme,14,14,15,15
BUGETUL DE STAT,Anexa nr.1,00,Total,3601,32,,,,, Comisionul de risc aferent programelor guvernamentale pentru IMM-uri,58.405,60.157,61.721,63.203
BUGETUL DE STAT,Anexa nr.1,00,Total,3601,33,,,,,Taxa speciala datorata de agentiile/ autoritatile/ institutiile autonome,131.853,121.808,111.975,103.663
BUGETUL DE STAT,Anexa nr.1,00,Total,3601,50,,,,, Alte venituri,501.160,521.991,540.591,558.203
BUGETUL DE STAT,Anexa nr.1,00,Total,3601,51,,,,," Sume recuperate din contracte de prestari servicii, potrivit prevederilor OUG nr. 63/2020",35,36,37,38
BUGETUL DE STAT,Anexa nr.1,00,Total,3900,01,  ,,,,II.VENITURI DIN CAPITAL,350.000,360.501,369.871,378.751
BUGETUL DE STAT,Anexa nr.1,00,Total,3901,,,,,,VENITURI DIN VALORIFICAREA UNOR BUNURI,350.000,360.501,369.871,378.751
BUGETUL DE STAT,Anexa nr.1,00,Total,3901,01,,,,, Venituri din valorificarea unor bunuri ale institutiilor publice,10.428,10.741,11.020,11.285
BUGETUL DE STAT,Anexa nr.1,00,Total,3901,03,,,,, Venituri din vanzarea locuintelor construite din fondurile statului,37.662,38.792,39.801,40.756
BUGETUL DE STAT,Anexa nr.1,00,Total,3901,06,,,,, Venituri obtinute in procesul de stingere a creantelor bugetare,265.919,273.897,281.018,287.763
BUGETUL DE STAT,Anexa nr.1,00,Total,3901,07,,,,, Venituri din vanzarea unor bunuri apartinand domeniului privat al statului sau a unitatilor administativ-teritoriale,439,452,464,475
BUGETUL DE STAT,Anexa nr.1,00,Total,3901,08,,,,, Venituri obtinute in procesul de cesiune a creantelor fiscale,959,988,1.013,1.038
BUGETUL DE STAT,Anexa nr.1,00,Total,3901,09,,,,," Venituri rezultate din garantiile acordate si platite institutiilor de credit in cadrul programului ""Prima casa/Noua casa""",8.770,9.033,9.268,9.490
BUGETUL DE STAT,Anexa nr.1,00,Total,3901,13,,,,, Venituri din recuperarea garantiilor aferente Programului de sustinere a intreprinderilor mci si mijlocii - IMM INVEST ROMANIA,17.128,17.642,18.100,18.535
BUGETUL DE STAT,Anexa nr.1,00,Total,3901,15,,,,," Venituri din recuperarea garantiilor aferente Programului de sustinere a intreprinderilor mici si mijlocii ""IMM LEASING DE ECHIPAMENTE SI UTILAJE""",24,25,25,26
BUGETUL DE STAT,Anexa nr.1,00,Total,3901,16,,,,, Venituri din recuperarea garantiilor acordate din bugetul de stat,67,69,70,72
BUGETUL DE STAT,Anexa nr.1,00,Total,3901,50,,,,, Alte venituri din valorificarea unor bunuri,8.604,8.862,9.092,9.311
BUGETUL DE STAT,Anexa nr.1,00,Total,4501,,,,,,SUME PRIMITE DE LA UE / ALTI DONATORI IN CONTUL PLATILOR EFECTUATE SI PREFINANTARI,43.447.636,35.042.749,31.494.401,28.325.692
BUGETUL DE STAT,Anexa nr.1,00,Total,4801,,,,,,SUME PRIMITE DE LA UE/ALTI DONATORI IN CONTUL PLATILOR EFECTUATE SI PREFINANTARI AFERENTE CADRULUI FINANCIAR 2014-2020,7.701.609,1.029,,
BUGETUL DE STAT,Anexa nr.1,00,Total,4901,,,,,,SUME AFERENTE ASISTENTEI FINANCIARE NERAMBURSABILE ALOCATE PENTRU PNRR,26.854.292,17.003.462,,
BUGETUL DE STAT,Anexa nr.1,00,Total,4901,02,,,,, Sume rambursate din PNRR,26.854.292,17.003.462,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,,,,,,CHELTUIELI - BUGET DE STAT,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,,,,,,I.Credite de angajament,746.350.352,459.977.318,447.712.635,460.893.273
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,,,,,,II.Credite bugetare,499.582.980,486.466.732,487.383.426,500.083.194
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,01,,,CHELTUIELI CURENTE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,01,,,I.Credite de angajament,660.177.806,426.557.282,412.395.964,427.745.421
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,01,,,II.Credite bugetare,476.152.251,464.171.698,456.335.592,467.911.714
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,10,,,TITLUL I CHELTUIELI DE PERSONAL,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,10,,,I.Credite de angajament,89.787.394,95.145.802,99.901.989,106.870.786
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,10,,,II.Credite bugetare,89.787.394,95.145.802,99.901.989,106.870.786
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,20,,,TITLUL II BUNURI SI SERVICII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,20,,,I.Credite de angajament,14.542.853,15.146.171,16.108.312,17.058.942
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,20,,,II.Credite bugetare,13.181.686,13.853.871,14.259.654,14.625.149
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,30,,,TITLUL III DOBANZI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,30,,,I.Credite de angajament,40.105.646,46.611.353,59.511.353,68.011.353
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,30,,,II.Credite bugetare,40.105.646,46.611.353,59.511.353,68.011.353
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,40,,,TITLUL IV SUBVENTII,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,40,,,I.Credite de angajament,10.749.187,6.040.740,5.190.889,5.296.007
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,40,,,II.Credite bugetare,7.633.433,6.085.740,5.190.889,5.296.007
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,50,,,TITLUL V FONDURI DE REZERVA,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,50,,,I.Credite de angajament,1.854.315,1.000.000,1.000.000,1.000.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,50,,,II.Credite bugetare,1.854.315,1.000.000,1.000.000,1.000.000
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,51,,,TITLUL VI TRANSFERURI INTRE UNITATI ALE ADMINISTRATIEI PUBLICE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,51,,,I.Credite de angajament,106.593.075,88.380.714,79.159.885,80.831.318
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,51,,,II.Credite bugetare,85.033.013,83.114.746,83.185.162,84.029.898
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,55,,,TITLUL VII ALTE TRANSFERURI,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,55,,,I.Credite de angajament,34.027.395,33.869.036,32.466.478,33.363.450
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,55,,,II.Credite bugetare,27.902.982,29.485.615,29.779.704,30.181.494
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,56,,,TITLUL VIII PROIECTE CU FINANTARE DIN FONDURI EXTERNE NERAMBURSABILE (FEN) POSTADERARE,,,,
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,56,,,I.Credite de angajament,195.608.863,49.287.600,30.594.643,25.659.053
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,56,,,II.Credite bugetare,62.687.256,61.350.496,66.780.365,64.154.691
BUGETUL DE STAT,Anexa nr.1,00,Total,5001,  ,  ,57,,,TITLUL IX ASISTENTA SOCIALA,,,,
